<s>,START 1.0
एकजुट,JJ 0.00012866700977869275
नीरा,N_NN 1.1171187273783458e-05
एरिया,FW 0.0010384215991692627
पकड़ा,V_VB 0.00010847163466753444
टन,FW 0.0010384215991692627
ट्रक,FW 0.0010384215991692627
इससे,PRP$ 0.011764705882352941
लैंडमाइन,FW 0.0010384215991692627
बायोपिक,FW 0.0010384215991692627
रिलीज,FW 0.0010384215991692627
रोकने,IN 0.0001577287066246057
कमीशन,FW 0.0010384215991692627
लहराता,JJ 0.00012866700977869275
निर्दलियों,N_NN 1.1171187273783458e-05
तोड़ा,V_VB 0.00021694326933506888
शुगर,FW 0.0010384215991692627
गोड्डा,N_NN 1.1171187273783458e-05
फुरकान,N_NN 1.1171187273783458e-05
अंसारी,N_NN 1.1171187273783458e-05
कॉरपोरेट,FW 0.0010384215991692627
चला,UN 5.307010560951016e-05
जिलाध्यक्ष,N_NN 1.1171187273783458e-05
जुड़े,RB 0.00055005500550055
बोहरा,N_NN 1.1171187273783458e-05
एमएलए,FW 0.0010384215991692627
साधेगी,V_VB 0.00010847163466753444
उमा,N_NN 0.00012288306001161803
संबित,N_NN 1.1171187273783458e-05
पात्रा,N_NN 1.1171187273783458e-05
तोमर,N_NN 1.1171187273783458e-05
स्टेडिंग,FW 0.0010384215991692627
कलेक्टर,FW 0.0010384215991692627
सख्ती,UN 5.307010560951016e-05
पालन,UN 5.307010560951016e-05
क्षेत्र,UN 5.307010560951016e-05
अधिसूचना,N_NN 1.1171187273783458e-05
पिलाने,IN 0.0001577287066246057
समोसा,N_NN 1.1171187273783458e-05
खिलाने,IN 0.0001577287066246057
जुड़ेंगे,V_VB 0.00010847163466753444
बेफिक्र,N_NN 1.1171187273783458e-05
रहिए,V_VB 0.00010847163466753444
बढाई,RB 0.00055005500550055
दिव्यांग,JJ 0.00012866700977869275
बीएलओ,FW 0.0010384215991692627
पहुंचेगा,V_VB 0.00010847163466753444
पूरी,V_VB 0.00010847163466753444
बाद,RB 0.0033003300330033004
सुनवाई,V_VB 0.00010847163466753444
नायक,N_NN 1.1171187273783458e-05
जाऊंगा,V_VB 0.00010847163466753444
बर्खास्त,JJ 0.00012866700977869275
पंकज,N_NN 1.1171187273783458e-05
जा,IN 0.0001577287066246057
सकेंगे,RB 0.00055005500550055
फैला,V_VB 0.00010847163466753444
राकांपा,N_NN 1.1171187273783458e-05
तारीखों,N_NN 1.1171187273783458e-05
चौथी,V_VB 0.00010847163466753444
यूपीए,FW 0.004153686396677051
हरसिमरत,N_NN 1.1171187273783458e-05
वित्तमंत्री,N_NN 1.1171187273783458e-05
इनमें,PRP$ 0.023529411764705882
टीवी,FW 0.0010384215991692627
डिबेट,FW 0.0010384215991692627
पक,V_VB 0.00010847163466753444
डिश,FW 0.0010384215991692627
सिंधिया,NNP 0.058823529411764705
वेणुगोपाल,N_NN 1.1171187273783458e-05
उप्र,N_NN 6.702712364270074e-05
जिताने,IN 0.0001577287066246057
मानकों,N_NN 1.1171187273783458e-05
उन्हीं,UN 5.307010560951016e-05
खिलाई,V_VB 0.00010847163466753444
अड़े,V_VB 0.00010847163466753444
‘पुत्र,N_NN 1.1171187273783458e-05
मोह’,UN 5.307010560951016e-05
हो,UN 5.307010560951016e-05
बब्बर,N_NN 2.2342374547566916e-05
खुर्शीद,N_NN 1.1171187273783458e-05
बनारसी,N_NN 1.1171187273783458e-05
पीक,N_NN 1.1171187273783458e-05
थूककर,V_VB 0.00010847163466753444
जयकारा,N_NN 1.1171187273783458e-05
लगाना,V_VB 0.00010847163466753444
सर्वस्व,JJ 0.00012866700977869275
कुर्बान,N_NN 1.1171187273783458e-05
हटूंगी,V_VB 0.00010847163466753444
झूमते,V_VB 0.00010847163466753444
वीडियो,FW_FW 0.5
एडिटिंग,FW 0.0010384215991692627
क्या,PRP$ 0.08235294117647059
श्रीनरेंद्र,N_NN 1.1171187273783458e-05
घूमने,IN 0.0001577287066246057
फोटो,UN 5.307010560951016e-05
खुशी,UN 5.307010560951016e-05
नोटों,N_NN 1.1171187273783458e-05
बरसातN,N_NN 1.1171187273783458e-05
अर्थी,N_NN 1.1171187273783458e-05
कंधा,N_NN 1.1171187273783458e-05
दोषियों,N_NN 1.1171187273783458e-05
सजा,V_VB 0.00010847163466753444
इंजीनियरिंग,FW 0.0010384215991692627
ग्रेजुएट,FW 0.0010384215991692627
चंद्राणी,N_NN 1.1171187273783458e-05
हराया,V_VB 0.00021694326933506888
अनदेखी,JJ 0.00012866700977869275
बसों,N_NN 1.1171187273783458e-05
‘वेलकम,FW 0.0010384215991692627
मोदीजी,N_NN 1.1171187273783458e-05
P’,UN 5.307010560951016e-05
डॉलर,FW 0.0010384215991692627
उड़ाए,V_VB 0.00010847163466753444
छोड़ा,V_VB 0.00010847163466753444
डॉक्टरों,FW 0.0010384215991692627
काउंसलिंग,FW 0.0010384215991692627
मंत्रालयों,N_NN 1.1171187273783458e-05
गंवाईं,V_VB 0.00021694326933506888
जोड़ीं,V_VB 0.00010847163466753444
बचाईं,V_VB 0.00010847163466753444
खोल,V_VB 0.00010847163466753444
पाए,V_VB 0.00021694326933506888
बड़बोलेपन,JJ 0.00012866700977869275
इस,PRP 0.0002106593638087213
हमारी,PRP$ 0.011764705882352941
बढ़ती,V_VB 0.00010847163466753444
सबका,PRP 0.0002106593638087213
वैराग्यानंद,N_NN 1.1171187273783458e-05
अखाड़े,N_NN 1.1171187273783458e-05
समेत,RB 0.0027502750275027505
पहली,JJ 0.00012866700977869275
होटल,FW 0.0010384215991692627
परोसते,V_VB 0.00010847163466753444
टीडीपी,N_NN 1.1171187273783458e-05
चंद्रबाबू,N_NN 6.702712364270074e-05
फिल्ममेकर,FW 0.0010384215991692627
रामगोपाल,N_NN 1.1171187273783458e-05
प्रजेंट,FW 0.0010384215991692627
पोजिशन,FW 0.0010384215991692627
सपाबसपा,N_NN 1.1171187273783458e-05
लड़ती,V_VB 0.00010847163466753444
कम,RB_RB 1.0
जातीं,V_VB 0.00010847163466753444
ज्यादातर,RB 0.00055005500550055
मनोज,N_NN 1.1171187273783458e-05
पराजय,V_VB 0.00010847163466753444
जगन,N_NN 2.2342374547566916e-05
टाईअप,FW 0.0010384215991692627
मिलाऊंगा,V_VB 0.00010847163466753444
बेवजह,N_NN 2.2342374547566916e-05
मिलान,V_VB 0.00010847163466753444
गिनती,V_VB 0.00010847163466753444
बनेगी,V_VB 0.00010847163466753444
शेषन,N_NN 1.1171187273783458e-05
सीईसी,FW 0.0010384215991692627
बेग,N_NN 1.1171187273783458e-05
छोड़ने,V_VB 0.00010847163466753444
जनसभाएं,N_NN 1.1171187273783458e-05
कीं,V_VB 0.00021694326933506888
सर्चिंग,FW 0.0010384215991692627
पोल्स,FW 0.003115264797507788
साबित,V_VB 0.00010847163466753444
गॉसिप,FW 0.0010384215991692627
गेम,FW 0.0010384215991692627
प्लान,FW 0.0010384215991692627
पटनायक,N_NN 1.1171187273783458e-05
सेंध,N_NN 1.1171187273783458e-05
द्रमुक,N_NN 1.1171187273783458e-05
फर्जी,JJ 0.00012866700977869275
ना,RB 0.00055005500550055
किसे,WDT 0.00625
कितनी,WDT 0.00625
और,IN 0.0001577287066246057
किसी,WDT 0.00625
सर्वे,FW 0.0010384215991692627
कम,IN 0.0001577287066246057
स्पष्ट,JJ 0.00012866700977869275
थका,V_VB 0.00010847163466753444
उनका,PRP$ 0.011764705882352941
जुड़े,V_VB 0.00010847163466753444
गुटों,N_NN 1.1171187273783458e-05
हिंदुस्तानी,JJ 0.00012866700977869275
वाली,JJ 0.00012866700977869275
फीलिंग,FW 0.0010384215991692627
शासित,JJ 0.00012866700977869275
दोहरा,RB 0.00055005500550055
बढ़त,N_NN 1.1171187273783458e-05
कायम,RB 0.00055005500550055
सरेंडर,FW 0.0010384215991692627
कवायद,N_NN 1.1171187273783458e-05
कल,RB 0.0016501650165016502
फायरिंग,FW 0.0010384215991692627
उंगली,N_NN 1.1171187273783458e-05
जबरन,RB 0.00055005500550055
स्याही,N_NN 1.1171187273783458e-05
कवरेज,FW 0.0010384215991692627
भतीजे,N_NN 1.1171187273783458e-05
मानहानि,N_NN 1.1171187273783458e-05
मांगें,V_VB 0.00010847163466753444
चरणों,N_NN 4.468474909513383e-05
निकालने,V_VB 0.00010847163466753444
चुनाए,V_VB 0.00010847163466753444
इनके,PRP$ 0.011764705882352941
पढ़ें,V_VB 0.00010847163466753444
इनका,PRP$ 0.011764705882352941
एनालिसिस,FW 0.0010384215991692627
आयुक्त,N_NN 2.2342374547566916e-05
लवासा,N_NN 1.1171187273783458e-05
दूर,JJ 0.00012866700977869275
सीमित,V_VB 0.00010847163466753444
दबाना,V_VB 0.00010847163466753444
कहां,WDT 0.00625
त्रिकोणीय,JJ 0.00012866700977869275
दमदम,N_NN 1.1171187273783458e-05
समिक,JJ 0.00012866700977869275
गाड़ियों,N_NN 1.1171187273783458e-05
तोड़फोड़,N_NN 1.1171187273783458e-05
अमूल,N_NN 1.1171187273783458e-05
कम्पनी,FW 0.0010384215991692627
होर्डिंग,FW 0.0010384215991692627
बटर,FW 0.0010384215991692627
बहाने,V_VB 0.00010847163466753444
भ्रष्टाचारी,N_NN 1.1171187273783458e-05
यूनिवर्सिटी,FW 0.0010384215991692627
ईश्वरचंद्र,N_NN 1.1171187273783458e-05
विद्यासागर,N_NN 1.1171187273783458e-05
तोड़ने,V_VB 0.00010847163466753444
बांग्लादेशियों,N_NN 1.1171187273783458e-05
पाऊंगा,V_VB 0.00010847163466753444
बैठो,V_VB 0.00010847163466753444
मिट,V_VB 0.00010847163466753444
पलटे,V_VB 0.00010847163466753444
पेश,RB 0.00055005500550055
बुलाई,V_VB 0.00010847163466753444
दिलाएं,V_VB 0.00010847163466753444
हरीश,N_NN 1.1171187273783458e-05
संगमा,N_NN 1.1171187273783458e-05
फ़ीनिक्स,FW 0.0010384215991692627
अपनी,PRP$ 0.011764705882352941
जातियां,N_NN 1.1171187273783458e-05
रहेंगी,V_VB 0.00010847163466753444
वाली,RB 0.00055005500550055
मुलायम,N_NN 2.2342374547566916e-05
सिक्किम,N_NN 1.1171187273783458e-05
चामलिंग,N_NN 1.1171187273783458e-05
डिलीट,FW 0.0010384215991692627
छीनी,V_VB 0.00010847163466753444
गठजोड़,N_NN 1.1171187273783458e-05
दिखाना,V_VB 0.00010847163466753444
जग,V_VM 9.760858955588091e-05
सूर्यों,N_NN 1.1171187273783458e-05
चौंक,N_NN 2.2342374547566916e-05
घबड़ा,V_VM 4.8804294777940456e-05
चमकीला,JJ 0.00012866700977869275
घड़घड़ाते,V_VM 4.8804294777940456e-05
दानव,N_NN 1.1171187273783458e-05
त्राहि,N_NN 2.2342374547566916e-05
माम,N_NN 2.2342374547566916e-05
दौड़े,V_VM 4.8804294777940456e-05
खड़े,V_VAUX 7.393715341959335e-05
लुढ़कते,V_VM 4.8804294777940456e-05
धड़ाम,N_NN 1.1171187273783458e-05
रेती,N_NN 2.2342374547566916e-05
उल्कापिंड,N_NN 8.936949819026766e-05
गिरा,V_VAUX 7.393715341959335e-05
थोड़ी,QT_QTF 0.004789272030651341
अन्यथा,CC_CCD 0.0007097232079489
आश्वस्त,N_NN 1.1171187273783458e-05
डरने,V_VM 4.8804294777940456e-05
टल,V_VM 4.8804294777940456e-05
जाएँ,V_VAUX 0.0001478743068391867
अगुआई,N_NN 1.1171187273783458e-05
गड्ढे,N_NN 2.2342374547566916e-05
अटका,V_VAUX 7.393715341959335e-05
ठंढा,JJ 0.00012866700977869275
ऊष्मा,N_NN 1.1171187273783458e-05
पड़ते,V_VM 4.8804294777940456e-05
वाष्प,N_NN 1.1171187273783458e-05
अंततः,CC_CCS 0.0006830601092896175
ठंढा,N_NN 1.1171187273783458e-05
दरक,V_VM 4.8804294777940456e-05
टुकड़ा,N_NN 2.2342374547566916e-05
ख़ुशी,N_NN 2.2342374547566916e-05
दिव्य,N_NN 4.468474909513383e-05
गिना,N_NN 1.1171187273783458e-05
बारह,QT_QTC 0.0008035355564483728
बारहों,N_NN 1.1171187273783458e-05
ग्यारह,QT_QTC 0.0008035355564483728
विद्यापीठ,N_NN 2.2342374547566916e-05
अनुशीलन,N_NN 3.351356182135037e-05
प्रांगण,N_NN 2.2342374547566916e-05
उल्काखंड,N_NN 2.2342374547566916e-05
समारोहपूर्वक,N_NN 1.1171187273783458e-05
प्रस्तर,N_NN 8.936949819026766e-05
जलधार,N_NN 1.1171187273783458e-05
शीतल,N_NN 3.351356182135037e-05
उसकी,P 0.004739336492890996
सहेज,N_NN 1.1171187273783458e-05
खण्ड,N_NN 5.5855936368917286e-05
चढ़ाने,V_VM 4.8804294777940456e-05
गिराता,V_VM 4.8804294777940456e-05
उत्साही,JJ 0.0002573340195573855
गुजरता,V_VM 4.8804294777940456e-05
शीघ्र,JJ 0.00012866700977869275
खम्भे,N_NN 1.1171187273783458e-05
करके,V_VAUX 7.393715341959335e-05
वितर्क,N_NN 1.1171187273783458e-05
विमर्शों,N_NN 2.2342374547566916e-05
विरत,N_NN 1.1171187273783458e-05
इसको,P 0.002369668246445498
वीर्यवृद्धि,N_NN 1.1171187273783458e-05
प्रजनन,N_NN 1.1171187273783458e-05
बढ़ेगी,V_VM 4.8804294777940456e-05
उत्तेजित,JJ 0.00038600102933607824
लिंग,N_NN 2.2342374547566916e-05
उर्वर,N_NN 1.1171187273783458e-05
योनि,N_NN 3.351356182135037e-05
घुसा,V_VAUX 7.393715341959335e-05
लैंगिक,N_NN 1.1171187273783458e-05
संगिनी,N_NN 1.1171187273783458e-05
कामुकतापूर्ण,JJ 0.00012866700977869275
पौरुष,N_NN 1.1171187273783458e-05
उर्वरता,N_NN 1.1171187273783458e-05
आतीं,V_VM 4.8804294777940456e-05
मुस्काते,V_VM 4.8804294777940456e-05
सबकी,QT_QTF 0.0009578544061302681
व्याख्याओं,N_NN 1.1171187273783458e-05
हँसते,V_VM 4.8804294777940456e-05
अश्लील,JJ 0.00012866700977869275
अश्लीलता,N_NN 1.1171187273783458e-05
निर्भय,N_NN 1.1171187273783458e-05
निष्कलुष,N_NN 1.1171187273783458e-05
विकृतियाँ,N_NN 2.2342374547566916e-05
आकर्षित,N_NN 2.2342374547566916e-05
लड़,V_VM 9.760858955588091e-05
पड़ेंगे,N_NN 1.1171187273783458e-05
सर्वाधिकार,N_NN 1.1171187273783458e-05
चालाक,N_NN 1.1171187273783458e-05
चर्चाएँ,N_NN 1.1171187273783458e-05
सूचित,N_NN 2.2342374547566916e-05
अंधविश्वासी,JJ 0.00012866700977869275
स्वाध्याय,N_NN 1.1171187273783458e-05
स्वयं,N_NN 1.1171187273783458e-05
रमे,N_NN 1.1171187273783458e-05
ऊसमें,N_NN 1.1171187273783458e-05
अभ्युदय,N_NN 1.1171187273783458e-05
दिव्यता,JJ 0.00012866700977869275
कराएगा,V_VM 4.8804294777940456e-05
